	version	model	descr	fcst_lead	fcst_valid_beg	fcst_valid_end	fcst_init_beg	obs_lead	obs_valid_beg	obs_valid_end	fcst_var	fcst_units	fcst_lev	obs_var	obs_units	obs_lev	obtype	vx_mask	interp_mthd	interp_pnts	fcst_thresh	obs_thresh	cov_thresh	alpha	line_type	total	n_thresh	thresh_i	oy_i	on_i	i_value
3470	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4306	10	0.5	0	0	6
3471	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4236	10	0.5	43	65	6
3472	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4236	10	0.5	26	25	6
3473	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4236	10	0.5	0	0	6
3474	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4161	10	0.5	93	97	6
3475	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4161	10	0.5	4	7	6
3476	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4161	10	0.5	0	0	6
3477	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4306	10	0.5	0	0	6
3478	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4306	10	0.5	0	8	6
3479	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4306	10	0.5	84	30	6
3480	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4306	10	0.5	48	33	6
3481	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4306	10	0.5	33	16	6
3482	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4236	10	0.5	0	2	6
3483	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4236	10	0.5	1	12	6
3484	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	210000	2022-05-06 21:00:00	2022-05-06 21:00:00	2022-05-06	0	2022-05-06 20:30:01	2022-05-06 21:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4236	10	0.5	5	23	6
3485	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4309	10	0.5	0	0	6
3486	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4230	10	0.5	18	21	6
3487	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4230	10	0.5	13	13	6
3488	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4230	10	0.5	0	0	6
3489	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4246	10	0.5	60	92	6
3490	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4246	10	0.5	0	13	6
3491	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4246	10	0.5	0	0	6
3492	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4309	10	0.5	0	2	6
3493	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4309	10	0.5	11	4	6
3494	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4309	10	0.5	13	4	6
3495	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4309	10	0.5	1	0	6
3496	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4309	10	0.5	0	0	6
3497	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4230	10	0.5	0	4	6
3498	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4230	10	0.5	4	12	6
3499	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4230	10	0.5	7	31	6
3500	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4281	10	0.5	0	0	6
3501	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	DPT_ENS_FREQ_ge288	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	4210	10	0.5	17	11	6
3502	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	DPT_ENS_FREQ_ge293	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4210	10	0.5	27	14	6
3503	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	DPT_ENS_FREQ_ge298	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4210	10	0.5	0	0	6
3504	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	WIND_ENS_FREQ_ge5	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	4178	10	0.5	51	89	6
3505	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	WIND_ENS_FREQ_ge10	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	4178	10	0.5	0	0	6
3506	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	WIND_ENS_FREQ_ge15	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	4178	10	0.5	0	0	6
3507	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	TMP_ENS_FREQ_ge273	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4281	10	0.5	0	0	6
3508	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	TMP_ENS_FREQ_ge278	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	4281	10	0.5	2	0	6
3509	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	TMP_ENS_FREQ_ge293	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	4281	10	0.5	4	17	6
3510	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	TMP_ENS_FREQ_ge298	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	4281	10	0.5	0	16	6
3511	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	TMP_ENS_FREQ_ge303	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=303	-9999	-9999	PCT	4281	10	0.5	0	0	6
3512	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	DPT_ENS_FREQ_ge263	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	4210	10	0.5	4	2	6
3513	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	DPT_ENS_FREQ_ge268	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4210	10	0.5	8	7	6
3514	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	DPT_ENS_FREQ_ge273	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	4210	10	0.5	16	13	6
3515	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge288	K	P850	TMP	NA	P850	ADPUPA	CONUS	BILIN	4	==0.10000	>=288	-9999	-9999	PCT	58	10	0.5	0	0	6
3516	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	WIND_ENS_FREQ_ge5	m/s	P850	WIND	NA	P850	ADPUPA	CONUS	BILIN	4	==0.10000	>=5	-9999	-9999	PCT	58	10	0.5	1	0	6
3517	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	WIND_ENS_FREQ_ge10	m/s	P850	WIND	NA	P850	ADPUPA	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	58	10	0.5	1	1	6
3518	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	WIND_ENS_FREQ_ge15	m/s	P850	WIND	NA	P850	ADPUPA	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	58	10	0.5	0	1	6
3519	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	WIND_ENS_FREQ_ge10	m/s	P700	WIND	NA	P700	ADPUPA	CONUS	BILIN	4	==0.10000	>=10	-9999	-9999	PCT	64	10	0.5	1	0	6
3520	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	WIND_ENS_FREQ_ge15	m/s	P700	WIND	NA	P700	ADPUPA	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	64	10	0.5	1	1	6
3521	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	WIND_ENS_FREQ_ge20	m/s	P700	WIND	NA	P700	ADPUPA	CONUS	BILIN	4	==0.10000	>=20	-9999	-9999	PCT	64	10	0.5	0	0	6
3522	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	WIND_ENS_FREQ_ge15	m/s	P500	WIND	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=15	-9999	-9999	PCT	64	10	0.5	0	0	6
3523	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	WIND_ENS_FREQ_ge21	m/s	P500	WIND	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=21	-9999	-9999	PCT	64	10	0.5	0	0	6
3524	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	WIND_ENS_FREQ_ge26	m/s	P500	WIND	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=26	-9999	-9999	PCT	64	10	0.5	1	2	6
3525	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	HGT_ENS_FREQ_ge5400	gpm	P500	HGT	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=5400	-9999	-9999	PCT	64	10	0.5	0	0	6
3526	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge293	K	P850	TMP	NA	P850	ADPUPA	CONUS	BILIN	4	==0.10000	>=293	-9999	-9999	PCT	58	10	0.5	0	0	6
3527	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	HGT_ENS_FREQ_ge5600	gpm	P500	HGT	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=5600	-9999	-9999	PCT	64	10	0.5	1	0	6
3528	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	HGT_ENS_FREQ_ge5880	gpm	P500	HGT	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=5880	-9999	-9999	PCT	64	10	0.5	0	0	6
3529	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	CAPE_ENS_FREQ_le1000	J/kg	L0	CAPE	NA	L100000-0	ADPUPA	CONUS	BILIN	4	==0.10000	<=1000	-9999	-9999	PCT	66	10	0.5	0	0	6
3530	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	CAPE_ENS_FREQ_gt1000.and.lt2500	J/kg	L0	CAPE	NA	L100000-0	ADPUPA	CONUS	BILIN	4	==0.10000	>1000&&<2500	-9999	-9999	PCT	66	10	0.5	0	1	6
3531	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	CAPE_ENS_FREQ_gt2500.and.lt4000	J/kg	L0	CAPE	NA	L100000-0	ADPUPA	CONUS	BILIN	4	==0.10000	>2500&&<4000	-9999	-9999	PCT	66	10	0.5	0	0	6
3532	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	CAPE_ENS_FREQ_gt2500	J/kg	L0	CAPE	NA	L100000-0	ADPUPA	CONUS	BILIN	4	==0.10000	>2500	-9999	-9999	PCT	66	10	0.5	0	0	6
3533	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge298	K	P850	TMP	NA	P850	ADPUPA	CONUS	BILIN	4	==0.10000	>=298	-9999	-9999	PCT	58	10	0.5	0	0	6
3534	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge273	K	P700	TMP	NA	P700	ADPUPA	CONUS	BILIN	4	==0.10000	>=273	-9999	-9999	PCT	64	10	0.5	0	1	6
3535	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge278	K	P700	TMP	NA	P700	ADPUPA	CONUS	BILIN	4	==0.10000	>=278	-9999	-9999	PCT	64	10	0.5	0	0	6
3536	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge283	K	P700	TMP	NA	P700	ADPUPA	CONUS	BILIN	4	==0.10000	>=283	-9999	-9999	PCT	64	10	0.5	0	0	6
3537	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge258	K	P500	TMP	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=258	-9999	-9999	PCT	64	10	0.5	0	1	6
3538	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge263	K	P500	TMP	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=263	-9999	-9999	PCT	64	10	0.5	0	1	6
3539	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	120000	2022-05-06 12:00:00	2022-05-06 12:00:00	2022-05-06	0	2022-05-06 11:30:01	2022-05-06 12:30:00	TMP_ENS_FREQ_ge268	K	P500	TMP	NA	P500	ADPUPA	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	64	10	0.5	0	0	6
3540	V10.1.1	RRFS_GEFS_GF.SPP.SPPT_prob	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	TMP_ENS_FREQ_ge268	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	BILIN	4	==0.10000	>=268	-9999	-9999	PCT	4368	10	0.5	0	0	6
