	Idx	version	model	desc	fcst_lead	fcst_valid_beg	fcst_valid_end	fcst_init_beg	obs_lead	obs_valid_beg	obs_valid_end	fcst_var	fcst_units	fcst_lev	obs_var	obs_units	obs_lev	obtype	vx_mask	interp_mthd	interp_pnts	fcst_thresh	obs_thresh	cov_thresh	alpha	line_type	total	stat_name	stat_value	stat_ncl	stat_ncu	stat_bcl	stat_bcu
392	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	ME_GE_OBS	2.67031	NA	NA	NA	NA
284	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	CRPS_EMP_FAIR	1.31483	NA	NA	NA	NA
338	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	MAE_OERR	NA	NA	NA	NA	NA
104	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	RMSE	3.41859	NA	NA	NA	NA
194	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	SPREAD_PLUS_OERR	NA	NA	NA	NA	NA
32	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	CRPS	1.60295	NA	NA	NA	NA
446	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	IGN_CONV_OERR	NA	NA	NA	NA	NA
68	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	IGN	73.8423	NA	NA	NA	NA
86	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	ME	-0.81012	NA	NA	NA	NA
212	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	CRPSCL	NA	NA	NA	NA	NA
320	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	MAE	1.79027	NA	NA	NA	NA
248	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	CRPSCL_EMP	NA	NA	NA	NA	NA
464	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	IGN_CORR_OERR	NA	NA	NA	NA	NA
158	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	RMSE_OERR	NA	NA	NA	NA	NA
266	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	CRPSS_EMP	NA	NA	NA	NA	NA
302	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	SPREAD_MD	1.62132	NA	NA	NA	NA
14	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	N_ENS	5.0	NA	NA	NA	NA
140	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	ME_OERR	NA	NA	NA	NA	NA
374	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	N_GE_OBS	1862	NA	NA	NA	NA
410	983	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>0	-9999	-9999	ECNT	1512	N_LT_OBS	5698	NA	NA	NA	NA
411	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	N_LT_OBS	1751	NA	NA	NA	NA
267	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	CRPSS_EMP	NA	NA	NA	NA	NA
87	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	ME	-4.42939	NA	NA	NA	NA
177	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	SPREAD_OERR	NA	NA	NA	NA	NA
465	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	IGN_CORR_OERR	NA	NA	NA	NA	NA
141	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	ME_OERR	NA	NA	NA	NA	NA
231	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	CRPS_EMP	4.1093	NA	NA	NA	NA
15	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	N_ENS	5.0	NA	NA	NA	NA
285	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	CRPS_EMP_FAIR	3.90634	NA	NA	NA	NA
195	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	SPREAD_PLUS_OERR	NA	NA	NA	NA	NA
393	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	ME_GE_OBS	2.65091	NA	NA	NA	NA
357	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	BIAS_RATIO	0.51442	NA	NA	NA	NA
213	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	CRPSCL	NA	NA	NA	NA	NA
447	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	IGN_CONV_OERR	NA	NA	NA	NA	NA
321	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	MAE	4.47273	NA	NA	NA	NA
303	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	SPREAD_MD	2.02955	NA	NA	NA	NA
159	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	RMSE_OERR	NA	NA	NA	NA	NA
105	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	RMSE	6.35474	NA	NA	NA	NA
375	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	N_GE_OBS	179	NA	NA	NA	NA
33	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	CRPS	3.79908	NA	NA	NA	NA
249	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	CRPSCL_EMP	NA	NA	NA	NA	NA
123	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	SPREAD	2.39446	NA	NA	NA	NA
429	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	ME_LT_OBS	-5.15319	NA	NA	NA	NA
69	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	IGN	88.97869	NA	NA	NA	NA
339	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	MAE_OERR	NA	NA	NA	NA	NA
51	1031	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	NWC	NEAREST	1	NA	>=2.54	-9999	-9999	ECNT	386	CRPSS	NA	NA	NA	NA	NA
430	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	ME_LT_OBS	-0.049771	NA	NA	NA	NA
160	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	RMSE_OERR	NA	NA	NA	NA	NA
358	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	BIAS_RATIO	0.00077368	NA	NA	NA	NA
412	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	N_LT_OBS	420	NA	NA	NA	NA
268	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	CRPSS_EMP	NA	NA	NA	NA	NA
286	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	CRPS_EMP_FAIR	0.00081468	NA	NA	NA	NA
70	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	IGN	39.72963	NA	NA	NA	NA
88	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	ME	-0.00077837	NA	NA	NA	NA
250	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	CRPSCL_EMP	NA	NA	NA	NA	NA
304	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	SPREAD_MD	7.8875e-05	NA	NA	NA	NA
322	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	MAE	0.00085412	NA	NA	NA	NA
52	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	CRPSS	NA	NA	NA	NA	NA
466	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	IGN_CORR_OERR	NA	NA	NA	NA	NA
16	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	N_ENS	5.0	NA	NA	NA	NA
232	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	CRPS_EMP	0.00082257	NA	NA	NA	NA
448	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	IGN_CONV_OERR	NA	NA	NA	NA	NA
106	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	RMSE	0.0096973	NA	NA	NA	NA
214	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	CRPSCL	NA	NA	NA	NA	NA
34	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	CRPS	0.013086	NA	NA	NA	NA
376	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	N_GE_OBS	25190	NA	NA	NA	NA
196	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	SPREAD_PLUS_OERR	NA	NA	NA	NA	NA
394	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	ME_GE_OBS	3.8507e-05	NA	NA	NA	NA
124	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	SPREAD	0.0014801	NA	NA	NA	NA
178	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	SPREAD_OERR	NA	NA	NA	NA	NA
340	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	MAE_OERR	NA	NA	NA	NA	NA
142	1071	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	NA	-9999	-9999	ECNT	5122	ME_OERR	NA	NA	NA	NA	NA
449	1076	V12.0.0	FCST	NA	240000	2012-04-10 12:00:00	2012-04-10 12:00:00	2012-04-09 12:00:00	360000	2012-04-12 00:00:00	2012-04-12 00:00:00	APCP_24	kg/m^2	A24	APCP_24	kg/m^2	A24	ANALYS	GRB	NEAREST	1	NA	>0	-9999	-9999	ECNT	84	IGN_CONV_OERR	NA	NA	NA	NA	NA
